Year,State,Company,Orchard,Region,Variety,Days over 40C_x,Days over 35C_x,Total Amount of rain ml since 1 Jan_x,No of rain days since 1 Jan_x,Days since last rain <5days from assess_x,Amt rain in last event<5days from assess_x,Days since last rain >5days from assess_x,Amt rain in last event>5days from assess_x,Total rain Jan mm_x,No rain days Jan_x,Total rain Feb mm_x,No rain days Feb_x,Rain 1st week Jan_x,Rain 2nd week  Jan_x,Rain 3rd week  Jan_x,Rain 4th week  Jan_x,Rain within 7 days of assessment_x,Rain within 10 days of assessment_x,HR assessed,Root stock,Irrigation,Crop prior,Bacterial spot,blossom blight fungicide,shot hole fungicide,Rust fungicide,anthracnose fungicide,hull rot fungicide,biologicals,alternatives,"deficit irrigation (No, RDI, SDI)",Split date NP,HR comboF_x,Hull split,Days over 40C_y,Days over 35C_y,Total Amount of rain ml since 1 Jan_y,No of rain days since 1 Jan_y,Days since last rain <5days from assess_y,Amt rain in last event<5days from assess_y,Days since last rain >5days from assess_y,Amt rain in last event>5days from assess_y,Total rain Jan mm_y,No rain days Jan_y,Total rain Feb mm_y,No rain days Feb_y,Rain 1st week Jan_y,Rain 2nd week  Jan_y,Rain 3rd week  Jan_y,Rain 4th week  Jan_y,Rain within 7 days of assessment_y,Rain within 10 days of assessment_y,Total_Trees_Assessed,HR comboF_y,HR Incidence
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Peerless,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,21,3,0.14285714285714285
2019.2,SA,CMV,Cmv Lp,Riverland,Peerless,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,21,3,0.14285714285714285
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Peerless,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,21,3,0.14285714285714285
2019.2,SA,CMV,Cmv Lp,Riverland,Peerless,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,21,3,0.14285714285714285
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,1,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,1,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,1,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,1,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Carmel,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,73,2,0.0273972602739726
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,CMV,Cmv Lp,Riverland,Np,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,29.1.20,Nemaguard,Drip,Almond,Nil,Fluopyram/Trifloxystrobin,Copper,Mancozeb,Fluopyram/Trifloxystrobin,Nil,Nil,Nil,RDI,,0,Split,3.0,6.0,11.4,3.0,9.0,2.0,9.0,2.0,11.4,3.0,0.0,0.0,9.2,0.2,2.0,0.0,0.0,2.0,137,66,0.48175182481751827
2019.2,SA,,Gary Thorpe,Riverland,Np,2.0,7.0,29.6,6.0,4.0,17.0,15.0,1.4,12.6,4.0,17.0,2.0,10.4,0.8,1.4,0.0,17.0,17.0,5.2.20,Bright's Hybrid,Sprinkler,Citrus,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,1,Split,2.0,7.0,29.6,6.0,4.0,17.0,15.0,1.4,12.6,4.0,17.0,2.0,10.4,0.8,1.4,0.0,17.0,17.0,31,11,0.3548387096774194
2019.2,SA,,Gary Thorpe,Riverland,Peerless,2.0,7.0,29.6,6.0,4.0,17.0,15.0,1.4,12.6,4.0,17.0,2.0,10.4,0.8,1.4,0.0,17.0,17.0,5.2.20,Bright's Hybrid,Sprinkler,Citrus,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,0,Split,2.0,7.0,29.6,6.0,4.0,17.0,15.0,1.4,12.6,4.0,17.0,2.0,10.4,0.8,1.4,0.0,17.0,17.0,11,2,0.18181818181818182
2019.2,SA,,Gary Thorpe,Riverland,Peerless,2.0,7.0,29.6,6.0,4.0,17.0,15.0,1.4,12.6,4.0,17.0,2.0,10.4,0.8,1.4,0.0,17.0,17.0,5.2.20,Bright's Hybrid,Sprinkler,Citrus,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,1,Split,2.0,7.0,29.6,6.0,4.0,17.0,15.0,1.4,12.6,4.0,17.0,2.0,10.4,0.8,1.4,0.0,17.0,17.0,11,2,0.18181818181818182
2019.2,SA,,Gary Thorpe,Riverland,Peerless,2.0,7.0,29.6,6.0,4.0,17.0,15.0,1.4,12.6,4.0,17.0,2.0,10.4,0.8,1.4,0.0,17.0,17.0,5.2.20,Bright's Hybrid,Sprinkler,Citrus,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,1,Split,2.0,7.0,29.6,6.0,4.0,17.0,15.0,1.4,12.6,4.0,17.0,2.0,10.4,0.8,1.4,0.0,17.0,17.0,11,2,0.18181818181818182
2019.2,SA,,Gary Thorpe,Riverland,Np,2.0,7.0,29.6,6.0,4.0,17.0,15.0,1.4,12.6,4.0,17.0,2.0,10.4,0.8,1.4,0.0,17.0,17.0,5.2.20,Bright's Hybrid,Sprinkler,Citrus,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,0,Split,2.0,7.0,29.6,6.0,4.0,17.0,15.0,1.4,12.6,4.0,17.0,2.0,10.4,0.8,1.4,0.0,17.0,17.0,31,11,0.3548387096774194
2019.2,SA,,Gary Thorpe,Riverland,Np,2.0,7.0,29.6,6.0,4.0,17.0,15.0,1.4,12.6,4.0,17.0,2.0,10.4,0.8,1.4,0.0,17.0,17.0,5.2.20,Bright's Hybrid,Sprinkler,Citrus,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,0,Split,2.0,7.0,29.6,6.0,4.0,17.0,15.0,1.4,12.6,4.0,17.0,2.0,10.4,0.8,1.4,0.0,17.0,17.0,31,11,0.3548387096774194
2019.2,SA,,Gary Thorpe,Riverland,Carmel,2.0,7.0,29.6,6.0,4.0,17.0,15.0,1.4,12.6,4.0,17.0,2.0,10.4,0.8,1.4,0.0,17.0,17.0,5.2.20,Bright's Hybrid,Sprinkler,Citrus,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,0,Split,2.0,7.0,29.6,6.0,4.0,17.0,15.0,1.4,12.6,4.0,17.0,2.0,10.4,0.8,1.4,0.0,17.0,17.0,12,4,0.3333333333333333
2019.2,SA,,Gary Thorpe,Riverland,Np,2.0,7.0,29.6,6.0,4.0,17.0,15.0,1.4,12.6,4.0,17.0,2.0,10.4,0.8,1.4,0.0,17.0,17.0,5.2.20,Bright's Hybrid,Sprinkler,Citrus,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,,0,Split,2.0,7.0,29.6,6.0,4.0,17.0,15.0,1.4,12.6,4.0,17.0,2.0,10.4,0.8,1.4,0.0,17.0,17.0,31,11,0.3548387096774194
